"","Best4.Enterocytes","Enterocytes","Enteroendocrine","Goblet","Stem","TA"
"chr5-148000000-149000000",4042,2807,3505,4063,3799,4078
"chr5-149000000-150000000",12459,15989,10580,12105,13025,13882
"chr5-150000000-151000000",11050,12694,10283,10953,11102,11251
"chr5-151000000-152000000",5716,7563,5090,5669,5884,5993
"chr5-152000000-153000000",1293,1102,1113,1065,1102,1157
"chr5-153000000-154000000",1114,1126,1048,1020,1076,1079
"chr5-154000000-155000000",5728,5063,5517,5769,5913,5897
"chr5-155000000-156000000",1431,1483,1697,1380,1358,1424
"chr5-156000000-157000000",1147,1154,1558,1092,1206,1197
"chr5-157000000-158000000",5764,5025,4747,4655,5886,6520
"chr5-158000000-159000000",1852,1680,4265,1857,1875,1962
"chr5-159000000-160000000",2671,2578,2652,2130,2608,2730
"chr5-160000000-161000000",9491,9801,8781,10208,10074,10545
"chr5-161000000-162000000",1275,996,1261,1141,1221,1148
"chr5-162000000-163000000",1417,1083,751,1196,1263,1289
"chr5-163000000-164000000",3424,2721,3412,3225,3544,3579
"chr5-164000000-165000000",1109,971,862,937,1098,1055
"chr5-165000000-166000000",1221,977,1298,1132,1106,1081
"chr5-166000000-167000000",1098,1063,1057,1114,1200,1241
"chr5-167000000-168000000",1559,1475,1484,1311,1580,1605
"chr5-168000000-169000000",6643,6127,4460,5669,6890,6891
"chr5-169000000-170000000",1605,1402,2170,1459,1496,1473
"chr5-170000000-171000000",2000,1489,3153,2144,1824,1729
"chr5-171000000-172000000",2396,1927,2745,2390,2297,2208
"chr5-172000000-173000000",12424,12675,13278,14040,11984,12104
"chr5-173000000-174000000",5923,4400,7242,4646,5426,5476
"chr5-174000000-175000000",1614,1251,1790,1266,1415,1332
"chr5-179000000-180000000",6765,6831,6333,6724,6827,7001
"chr5-180000000-181000000",5679,5612,5359,5525,5556,5715
"chr6-1000000-2000000",4174,2307,2986,4079,3862,3686
"chr6-2000000-3000000",8385,8434,8095,9268,8607,8372
"chr6-3000000-4000000",8582,9047,8503,9795,8660,8638
"chr6-4000000-5000000",7099,6771,7974,6607,6333,6631
"chr6-5000000-6000000",3192,2624,4265,3281,3525,3525
"chr6-6000000-7000000",6830,6963,5026,6339,6203,6050
"chr6-7000000-8000000",8364,8984,8669,9706,8767,8882
"chr6-8000000-9000000",2355,1797,1919,2817,2527,2338
"chr6-9000000-10000000",1016,908,1437,1064,1128,1044
"chr6-10000000-11000000",3690,2637,4590,2999,3481,3533
"chr6-11000000-12000000",7315,9413,6583,8237,7998,8055
"chr6-12000000-13000000",5256,6607,3060,5224,5737,5841
"chr6-13000000-14000000",6221,5767,5628,6259,5277,5141
"chr6-14000000-15000000",4719,5061,5971,3990,5222,5104
"chr6-15000000-16000000",4198,3039,6694,3831,4119,3950
"chr6-16000000-17000000",4263,3532,3764,4351,4639,4127
"chr6-17000000-18000000",5602,4225,4460,5029,5186,5569
"chr6-18000000-19000000",3852,3895,3088,3767,3837,3963
"chr6-19000000-20000000",2175,1346,3523,1456,1598,1353
"chr6-20000000-21000000",5648,4693,6194,4780,4768,5224
"chr6-21000000-22000000",3346,2014,4618,3513,3828,2855
"chr6-22000000-23000000",1231,1051,1187,1067,1266,1068
"chr6-23000000-24000000",1320,1082,1159,1226,1265,1189
"chr6-24000000-25000000",4838,4202,4794,5305,4788,4707
"chr6-25000000-26000000",5014,6485,7677,6098,5372,5549
"chr6-27000000-28000000",7857,7151,6426,7832,7566,7605
"chr6-28000000-29000000",5136,4263,4729,5135,5147,5015
"chr6-29000000-30000000",3637,3961,4043,4156,3622,3623
"chr6-30000000-31000000",13747,17366,11433,14470,14014,14551
"chr6-33000000-34000000",12660,13186,12647,12991,12798,12625
"chr6-34000000-35000000",6857,7137,8317,8587,6875,6754
"chr6-35000000-36000000",9419,11500,8734,9536,9668,9756
"chr6-36000000-37000000",12664,15488,11674,13222,12387,12707
"chr6-37000000-38000000",6353,8596,9782,5874,6047,5841
"chr6-38000000-39000000",2615,3633,2986,2206,2898,2820
"chr6-39000000-40000000",5494,8122,3486,6137,6743,7396
"chr6-40000000-41000000",2508,1835,3310,3261,2494,2155
"chr6-41000000-42000000",8013,6025,8911,8717,8151,7688
"chr6-42000000-43000000",10261,11113,7288,9442,9393,9394
"chr6-43000000-44000000",14741,15118,13027,13710,15127,14526
"chr6-44000000-45000000",6899,7111,6481,6147,6966,7099
"chr6-45000000-46000000",3357,3318,2170,3437,3243,3040
"chr6-46000000-47000000",4544,5716,4710,4430,4841,4760
"chr6-47000000-48000000",8433,10639,5508,8305,7640,7983
"chr6-48000000-49000000",1064,1258,1094,1337,1323,1101
"chr6-49000000-50000000",2159,1809,2429,1721,2003,1969
"chr6-50000000-51000000",1017,951,705,989,1051,987
"chr6-51000000-52000000",1112,1067,1196,1493,1521,1412
"chr6-52000000-53000000",7296,7376,6351,8459,7234,7253
"chr6-53000000-54000000",6208,7749,7631,5857,5866,5867
"chr6-54000000-55000000",4239,4627,4219,3427,3753,3717
"chr6-55000000-56000000",1294,982,927,1040,1073,1042
"chr6-56000000-57000000",3855,5639,3421,3898,3650,3646
"chr6-62000000-63000000",1304,1078,723,1200,1301,1203
"chr6-63000000-64000000",4950,5585,3421,5776,5458,5990
"chr6-64000000-65000000",1255,970,1261,1112,1435,1287
"chr6-65000000-66000000",1179,1009,1168,1094,1262,1183
"chr6-66000000-67000000",880,878,454,875,1016,962
"chr6-67000000-68000000",848,821,454,875,986,956
"chr6-68000000-69000000",935,898,510,819,974,951
"chr6-69000000-70000000",1636,1611,1437,1488,1597,1495
"chr6-70000000-71000000",3719,4385,2911,3820,3893,3989
"chr6-71000000-72000000",1231,1102,1057,1190,1324,1287
"chr6-72000000-73000000",895,959,974,1009,968,974
"chr6-73000000-74000000",2753,2872,3069,3182,3036,3048
"chr6-74000000-75000000",1199,1270,547,1095,1190,1215
"chr6-75000000-76000000",2839,3491,2290,2912,3104,3012
"chr6-76000000-77000000",1237,1392,788,1111,1413,1346
"chr6-77000000-78000000",1366,962,909,1210,1252,1152
"chr6-78000000-79000000",1335,1260,1456,1295,1758,1693
"chr6-79000000-80000000",4059,3447,4469,4566,4427,4237
"chr6-80000000-81000000",1870,1820,3217,2311,1952,1868
"chr6-81000000-82000000",3192,4043,3588,3295,3143,3297
"chr6-82000000-83000000",1769,2111,2272,2269,2022,1868
"chr6-83000000-84000000",2872,2804,2420,3122,2838,2674
"chr6-84000000-85000000",1840,1440,1493,1927,1760,1707
"chr6-85000000-86000000",4087,3375,3357,3338,3922,3875
"chr6-87000000-88000000",3670,4095,4516,4130,3939,4074
"chr6-88000000-89000000",1805,1616,2003,1784,1872,1697
"chr6-89000000-90000000",4274,3880,3959,4544,4458,4556
"chr6-90000000-91000000",1653,2042,1530,1935,1926,1840
"chr6-91000000-92000000",1196,988,1029,1169,1243,1144
"chr6-92000000-93000000",947,928,770,818,901,900
"chr6-93000000-94000000",2044,1481,1669,1817,1661,1697
"chr6-94000000-95000000",1232,994,936,1112,1110,1135
"chr6-96000000-97000000",1900,1605,2494,2208,1914,1828
"chr6-97000000-98000000",1354,1171,1956,1975,1374,1262
"chr6-98000000-99000000",1515,1258,1697,1508,1475,1454
"chr6-99000000-100000000",2388,2506,2476,2643,2658,2628
"chr6-100000000-101000000",1737,1489,2726,1675,1673,1740
"chr6-101000000-102000000",1221,1549,2476,1243,1449,1378
"chr6-102000000-103000000",802,847,566,777,850,841
"chr6-103000000-104000000",785,869,733,765,853,856
"chr6-104000000-105000000",1314,1220,1975,1691,1541,1486
"chr6-105000000-106000000",5162,3148,3217,4054,4120,4245
"chr6-106000000-107000000",8126,7854,6871,6861,8098,8817
"chr6-107000000-108000000",4384,3861,4098,4720,4549,4511
"chr6-108000000-109000000",5408,7265,5526,6066,6085,5468
"chr6-109000000-110000000",7888,8072,8280,9087,7763,8092
"chr6-110000000-111000000",4276,5368,4682,4416,4322,4213
"chr6-111000000-112000000",4853,5321,6491,4681,5498,5428
"chr6-112000000-113000000",1533,1734,1595,1796,1561,1586
"chr6-113000000-114000000",4587,4417,5035,5292,4766,5144
"chr6-114000000-115000000",1148,960,899,1375,1226,1177
"chr6-115000000-116000000",1108,1343,1094,986,1163,1154
"chr6-116000000-117000000",4248,3637,4766,4371,4079,3876
"chr6-117000000-118000000",2454,2395,2494,2987,2713,2726
"chr6-118000000-119000000",2018,2077,2902,2135,2076,2114
"chr6-119000000-120000000",2242,2159,3885,3394,2541,2261
"chr6-120000000-121000000",826,954,649,874,1032,948
"chr6-121000000-122000000",1692,1761,1437,1636,1839,1915
"chr6-122000000-123000000",3223,5244,3431,3723,3613,3869
"chr6-123000000-124000000",1089,1031,1196,1016,1074,995
"chr6-124000000-125000000",1250,1121,1372,1133,1307,1225
"chr6-125000000-126000000",4731,3373,4534,3607,4205,4010
"chr6-126000000-127000000",2232,2252,1530,1962,2067,2256
"chr6-127000000-128000000",1709,2259,1854,1983,2188,2320
"chr6-128000000-129000000",3396,3769,3310,3260,3337,3660
"chr6-129000000-130000000",2254,2393,2466,2351,2560,2672
"chr6-130000000-131000000",2203,2588,3486,2544,2569,2563
"chr6-131000000-132000000",4707,5119,3412,4847,5142,5182
"chr6-132000000-133000000",2695,2262,3106,2805,2427,2311
"chr6-133000000-134000000",2144,1454,2337,1917,2024,1793
"chr6-134000000-135000000",4344,9284,4302,5853,5012,4877
"chr6-135000000-136000000",4357,3161,3755,4578,4832,4815
"chr6-136000000-137000000",7101,5760,9077,6995,6507,6882
"chr6-137000000-138000000",4753,6115,5378,5410,4550,4553
"chr6-138000000-139000000",6765,5480,8354,7922,7096,6735
"chr6-139000000-140000000",5998,6549,5016,5576,5584,6055
"chr6-140000000-141000000",1220,1057,1752,1166,1197,1236
"chr6-141000000-142000000",1078,930,1344,920,1069,1007
"chr6-142000000-143000000",3705,3457,2921,3445,3481,3387
"chr6-143000000-144000000",3863,3709,3273,3212,4240,4109
"chr6-144000000-145000000",4024,3076,5461,4060,4611,4313
"chr6-145000000-146000000",1837,1591,2772,2013,1976,1811
"chr6-146000000-147000000",2519,2135,2967,2153,2376,2409
"chr6-147000000-148000000",3643,3192,5100,3886,3756,3545
"chr6-148000000-149000000",1862,1643,2096,1828,1917,1828
"chr6-149000000-150000000",7178,6933,7093,6779,7147,7251
"chr6-150000000-151000000",8766,7857,5675,6269,7508,7649
"chr6-151000000-152000000",3172,4053,3459,3068,2984,2868
"chr6-152000000-153000000",1357,1327,1901,2331,1545,1532
"chr6-153000000-154000000",1794,1520,2401,1524,1631,1622
"chr6-154000000-155000000",4919,5177,5202,4971,4913,4842
"chr6-155000000-156000000",2555,2010,2346,2016,2472,2233
"chr6-156000000-157000000",4220,3418,4172,4743,3928,3956
"chr6-157000000-158000000",9305,8059,7408,8393,8299,8764
"chr6-158000000-159000000",10247,13083,9513,10063,9519,9897
"chr6-159000000-160000000",4361,3851,3829,3919,4014,4116
"chr6-160000000-161000000",3866,3635,3598,4004,4155,4063
"chr6-161000000-162000000",2099,2283,2707,1924,2054,2053
"chr6-162000000-163000000",2084,1886,2615,1722,1952,2116
"chr6-163000000-164000000",1399,1179,1335,1252,1226,1270
"chr6-164000000-165000000",1051,963,695,869,982,1044
"chr6-165000000-166000000",2089,1452,1613,1540,1739,1656
"chr6-166000000-167000000",4123,3413,4553,4632,3762,3741
"chr6-168000000-169000000",7897,5320,8892,6185,8029,6766
"chr6-169000000-170000000",2856,2081,3764,2400,2760,2600
"chr7-1000000-2000000",8861,8582,7362,8796,7997,8067
"chr7-2000000-3000000",8397,7133,9040,8857,8356,8395
"chr7-3000000-4000000",2027,1559,4469,2600,1936,1905
"chr7-4000000-5000000",3499,2855,4108,3446,3663,3495
"chr7-7000000-8000000",5114,5832,5016,4911,4856,4959
"chr7-8000000-9000000",1966,1706,3106,2296,2147,1939
"chr7-9000000-10000000",957,943,668,734,986,967
"chr7-10000000-11000000",1756,1494,1604,1671,1629,1693
"chr7-11000000-12000000",1809,1386,2819,1561,1744,1645
"chr7-12000000-13000000",4996,6188,3718,4787,4787,5057
"chr7-13000000-14000000",1678,1290,3217,1589,1726,1624
"chr7-14000000-15000000",1257,1057,2003,1558,1423,1328
"chr7-15000000-16000000",1224,1254,1465,1519,1475,1462
"chr7-16000000-17000000",7220,5627,4478,6665,6821,7005
"chr7-17000000-18000000",3996,4503,2874,2776,3310,3578
"chr7-18000000-19000000",1866,2435,2262,1472,1972,2136
"chr7-19000000-20000000",1076,1138,1187,1051,1185,1180
"chr7-20000000-21000000",2967,2473,3421,2943,3364,3011
"chr7-21000000-22000000",4811,3408,2559,3807,3570,3576
"chr7-22000000-23000000",4292,4063,4228,4621,3667,3753
"chr7-23000000-24000000",3780,2722,3505,3719,3548,3209
"chr7-24000000-25000000",2943,2315,1892,2689,2554,2449
"chr7-25000000-26000000",7318,5325,7854,6488,7603,7298
"chr7-26000000-27000000",4454,3584,6453,4485,4739,4318
"chr7-27000000-28000000",10457,10066,8243,9871,9996,10152
"chr7-28000000-29000000",2076,2023,2689,1864,2132,1994
"chr7-29000000-30000000",6328,7586,7492,6776,6854,6597
"chr7-30000000-31000000",8240,6690,9152,8061,8981,8776
"chr7-31000000-32000000",1756,1919,1511,1607,1786,1646
"chr7-33000000-34000000",3483,2984,4423,3448,3341,3170
"chr7-34000000-35000000",1799,2146,1817,1633,2047,2170
"chr7-36000000-37000000",5793,6404,6277,5510,5789,5512
"chr7-37000000-38000000",1935,2241,2225,1765,1881,1859
"chr7-38000000-39000000",2336,2033,2967,2434,2431,2287
"chr7-39000000-40000000",4133,3956,3616,4439,3874,3857
"chr7-40000000-41000000",2631,3768,2429,2818,2990,3264
"chr7-41000000-42000000",2073,1547,1808,1587,2059,1798
"chr7-42000000-43000000",2540,1792,2754,2088,2298,2187
"chr7-43000000-44000000",3290,4197,2522,3480,3211,3219
"chr7-44000000-45000000",9235,8956,9587,8902,8614,8641
"chr7-46000000-47000000",2335,2973,1780,1750,2164,2221
"chr7-47000000-48000000",7969,8703,8855,8786,8374,8841
"chr7-48000000-49000000",2587,3167,1938,2561,2672,2717
"chr7-49000000-50000000",1902,1146,1196,1167,1500,1525
"chr7-50000000-51000000",3065,2530,4590,2825,2733,2782
"chr7-51000000-52000000",4353,5744,4274,5301,4413,4285
"chr7-52000000-53000000",1176,1109,834,1096,1342,1295
"chr7-53000000-54000000",934,949,723,893,1076,1012
"chr7-54000000-55000000",2140,2509,1706,2383,2386,2377
"chr7-64000000-65000000",2125,1703,2494,1926,2190,1981
"chr7-68000000-69000000",1006,886,510,892,1030,1014
"chr7-69000000-70000000",1016,931,964,972,1027,1023
"chr7-70000000-71000000",3879,3490,4061,3234,3900,3975
"chr7-71000000-72000000",1045,967,946,927,1044,1057
"chr7-78000000-79000000",1605,1254,2031,1802,1561,1409
"chr7-79000000-80000000",1641,1498,1474,1694,1739,1644
"chr7-80000000-81000000",2730,2983,4154,3141,3286,3145
"chr7-81000000-82000000",1606,1412,1168,1689,1876,1839
"chr7-82000000-83000000",1638,1076,4840,1308,1368,1250
"chr7-83000000-84000000",1811,1443,1752,1296,1547,1401
"chr7-84000000-85000000",1472,1041,964,1304,1195,1189
"chr7-85000000-86000000",1118,967,1706,998,1127,1052
"chr7-86000000-87000000",1828,1611,1372,1595,1793,1824
"chr7-87000000-88000000",4246,5101,3616,3894,4181,4198
"chr7-88000000-89000000",2910,3150,1539,2715,2941,3033
"chr7-89000000-90000000",1130,938,714,904,1082,1058
"chr7-90000000-91000000",4079,3865,3366,3055,3673,3804
"chr7-91000000-92000000",2100,1798,2874,2221,2233,2062
"chr7-92000000-93000000",6786,4920,6500,7279,6862,6847
"chr7-93000000-94000000",3539,1897,2763,3280,2445,2205
"chr7-94000000-95000000",3017,2178,2911,2719,2639,2703
"chr7-95000000-96000000",3317,4286,4673,3224,3683,3687
"chr7-96000000-97000000",2278,2565,3115,2395,2411,2435
"chr7-98000000-99000000",7253,9992,8076,7975,7447,7919
"chr7-99000000-100000000",10127,12570,8929,10482,10121,10205
"chr7-101000000-102000000",10175,10711,7752,10143,10166,10234
"chr7-104000000-105000000",4616,4329,3394,4513,4520,4621
"chr7-105000000-106000000",5592,4750,7167,6429,5605,5524
"chr7-106000000-107000000",4731,4392,3700,4334,4787,4852
"chr7-107000000-108000000",5603,9146,4358,5857,6046,6546
"chr7-108000000-109000000",3004,2760,4692,2990,3256,2947
"chr7-109000000-110000000",936,977,593,921,1097,976
"chr7-110000000-111000000",1114,1083,1604,1745,1482,1244
"chr7-111000000-112000000",2019,1548,2466,1518,1723,1596
"chr7-112000000-113000000",5563,4392,4831,4836,4970,4953
"chr7-113000000-114000000",1083,1104,974,1005,1183,1126
"chr7-114000000-115000000",3304,2104,2364,2654,2958,2676
"chr7-115000000-116000000",2002,1116,1196,1551,1808,1596
"chr7-116000000-117000000",4578,5129,3625,5164,5088,4995
"chr7-117000000-118000000",3875,3872,3829,3929,4658,4852
"chr7-118000000-119000000",1537,1261,1168,1376,1528,1394
"chr7-119000000-120000000",953,906,760,842,1031,931
"chr7-120000000-121000000",2025,1661,1938,1777,2010,1947
"chr7-121000000-122000000",3175,2720,2003,2207,3162,3324
"chr7-122000000-123000000",1911,1555,1762,1895,1764,1732
"chr7-123000000-124000000",3837,5131,3375,4219,4180,4387
"chr7-124000000-125000000",1981,1362,1808,1769,1830,1824
"chr7-125000000-126000000",910,942,955,1008,1091,1014
"chr7-126000000-127000000",1162,1193,1001,1246,1220,1206
"chr7-127000000-128000000",4195,3585,5981,4399,4234,4079
"chr7-129000000-130000000",4555,6266,6185,5424,5523,5533
"chr7-130000000-131000000",6172,6321,7557,6424,6295,6206
"chr7-131000000-132000000",3881,2888,5063,4697,3980,3756
"chr7-132000000-133000000",2778,2716,2828,3177,3609,3558
"chr7-133000000-134000000",2417,1831,2401,2089,2115,2182
"chr7-134000000-135000000",3938,3162,3737,4703,3438,3392
"chr7-135000000-136000000",3954,3308,3551,3275,3473,3274
"chr7-136000000-137000000",1107,1010,1103,871,1060,1005
"chr7-137000000-138000000",1752,1646,1354,1806,1638,1699
"chr7-138000000-139000000",2701,2828,3672,2723,3281,2803
"chr7-139000000-140000000",6482,4830,7548,6760,6110,6088
"chr7-140000000-141000000",9775,10812,9485,11483,10246,10611
"chr7-141000000-142000000",2648,2218,2930,2642,2380,2310
"chr7-142000000-143000000",3437,4223,3551,3128,3643,3346
"chr7-145000000-146000000",906,971,760,853,1078,1027
"chr7-146000000-147000000",890,905,547,770,993,974
"chr7-147000000-148000000",1051,1143,1289,1059,1226,1175
"chr7-148000000-149000000",3355,2374,5749,3503,3659,3496
"chr7-151000000-152000000",10319,11535,10255,10077,10822,11253
"chr7-155000000-156000000",5805,5368,5378,7176,5892,5735
"chr7-156000000-157000000",4174,3674,5591,4608,4138,4056
"chr7-157000000-158000000",5003,3813,6732,5813,4636,4818
"chr7-158000000-159000000",5583,5006,9903,8090,6225,5484
"chr8-1000000-2000000",2756,3445,2550,3432,3544,3476
"chr8-3000000-4000000",3829,2355,2587,1952,2590,2660
"chr8-4000000-5000000",1875,1295,1567,1741,1680,1510
"chr8-5000000-6000000",951,1019,844,898,1050,1109
"chr8-6000000-7000000",3627,3162,4024,3303,3708,3726
"chr8-9000000-10000000",3078,3569,2281,3391,3229,3186
"chr8-10000000-11000000",2345,1992,3255,2233,2338,2238
"chr8-11000000-12000000",6861,5696,8567,6838,6211,6441
"chr8-13000000-14000000",1677,2061,1947,1727,2101,1885
"chr8-14000000-15000000",871,900,834,757,894,947
"chr8-15000000-16000000",1000,1058,1382,1134,1067,1099
"chr8-16000000-17000000",915,941,714,906,1001,978
"chr8-17000000-18000000",6055,5083,7112,6786,6147,5906
"chr8-18000000-19000000",5631,6889,5081,5613,5644,6015
"chr8-19000000-20000000",3565,3290,3023,3829,3728,3847
"chr8-20000000-21000000",5013,2224,6750,3531,3303,3079
"chr8-21000000-22000000",4294,3195,2791,3281,3375,3614
"chr8-22000000-23000000",14077,14688,13398,14256,13871,14071
"chr8-23000000-24000000",5169,6337,3486,5014,5345,5392
"chr8-24000000-25000000",1689,1383,1539,1503,1594,1414
"chr8-25000000-26000000",3658,4132,2893,3433,3228,3298
"chr8-26000000-27000000",4301,4268,5591,5638,4919,4730
"chr8-27000000-28000000",6530,6154,4979,5515,6145,6302
"chr8-28000000-29000000",5067,5245,6185,4853,5565,5579
"chr8-29000000-30000000",5789,6535,7891,7465,6260,6130
"chr8-30000000-31000000",5698,5506,5739,4995,5472,5582
"chr8-31000000-32000000",1235,1176,1317,1304,1321,1261
"chr8-32000000-33000000",1131,1151,742,1122,1294,1259
"chr8-33000000-34000000",2499,2292,2986,2466,2684,2624
"chr8-34000000-35000000",1498,1365,1261,1888,1734,1667
"chr8-35000000-36000000",1625,1193,1697,1831,1765,1702
"chr8-36000000-37000000",1465,1200,1252,1439,1389,1283
"chr8-37000000-38000000",12182,11536,12174,12093,12620,12049
"chr8-38000000-39000000",8880,7267,9356,8507,8964,8665
"chr8-39000000-40000000",1533,1477,1446,1640,1416,1446
"chr8-40000000-41000000",3817,4229,3347,4405,4114,4120
"chr8-41000000-42000000",2944,2649,3570,2902,3179,3021
"chr8-42000000-43000000",6858,7126,6333,6996,6679,6645
"chr8-46000000-47000000",1187,1134,733,1137,1222,1267
"chr8-47000000-48000000",4873,4934,3523,4377,4811,4962
"chr8-48000000-49000000",4246,1850,2689,2250,2744,2397
"chr8-49000000-50000000",1125,1007,473,935,1109,1066
"chr8-50000000-51000000",1597,1890,797,1273,1400,1556
"chr8-51000000-52000000",1518,1476,1400,1701,1796,1683
"chr8-52000000-53000000",2998,2788,6101,3665,3417,3259
"chr8-53000000-54000000",1671,1735,1910,1806,1738,1727
"chr8-54000000-55000000",1719,1536,1400,1681,1694,1734
"chr8-55000000-56000000",2273,1807,1715,2138,1941,1998
"chr8-56000000-57000000",2160,2002,1530,2884,2396,2343
"chr8-57000000-58000000",1871,1772,2828,2010,1924,1837
"chr8-58000000-59000000",2638,2617,5118,4092,2828,2719
"chr8-59000000-60000000",3238,3203,4988,4160,3257,3369
"chr8-60000000-61000000",6391,3969,9328,7749,6019,5422
"chr8-61000000-62000000",3354,2530,4516,3889,3192,2952
"chr8-62000000-63000000",1529,1888,1419,1658,1853,1803
"chr8-63000000-64000000",2471,2611,1650,2753,2825,2843
"chr8-64000000-65000000",949,1035,946,1062,1182,1061
"chr8-65000000-66000000",2301,2218,1892,2231,2524,2336
"chr8-66000000-67000000",4070,3219,3792,3888,4128,3896
"chr8-67000000-68000000",4800,2675,2828,2630,3770,3912
"chr8-68000000-69000000",975,1016,677,976,985,996
"chr8-69000000-70000000",1982,1410,2364,2313,2255,2038
"chr8-70000000-71000000",3464,3271,3978,3155,3254,3372
"chr8-71000000-72000000",1748,1623,1502,2228,1748,1603
"chr8-72000000-73000000",1177,1153,5637,1700,1173,1192
"chr8-73000000-74000000",4835,3648,5100,4864,4414,4148
"chr8-74000000-75000000",2307,1963,2865,2694,2257,2233
"chr8-75000000-76000000",2989,3611,2225,3014,2871,2973
"chr8-76000000-77000000",1282,1147,974,1199,1237,1263
"chr8-77000000-78000000",1144,1250,1205,1430,1354,1316
"chr8-78000000-79000000",1656,1395,1752,1596,1548,1554
"chr8-79000000-80000000",3566,2576,4553,2600,2955,2990
"chr8-80000000-81000000",9222,8146,9115,9046,9031,8904
"chr8-81000000-82000000",5911,6444,4543,6231,5844,5877
"chr8-82000000-83000000",984,904,1502,880,997,961
"chr8-83000000-84000000",985,898,1576,893,989,986
"chr8-84000000-85000000",1010,858,974,950,1032,922
"chr8-86000000-87000000",2489,2106,2670,2572,2470,2427
"chr8-87000000-88000000",846,912,501,758,884,926
"chr8-88000000-89000000",878,880,1011,837,952,889
"chr8-89000000-90000000",2364,2860,1650,2285,2579,2565
"chr8-90000000-91000000",1547,1377,1669,1591,1456,1465
"chr8-91000000-92000000",1971,1565,2911,2327,2099,1987
"chr8-92000000-93000000",2249,2102,3227,2816,2377,2362
"chr8-93000000-94000000",2887,3681,5369,3194,3306,3041
"chr8-94000000-95000000",8778,9135,8150,9207,8682,9003
"chr8-95000000-96000000",3623,3896,4803,3809,3605,3711
"chr8-96000000-97000000",2445,2191,2272,2196,2339,2326
"chr8-97000000-98000000",3785,2392,3208,2702,2935,2978
"chr8-98000000-99000000",3839,2816,3857,3857,3574,3623
"chr8-99000000-100000000",2374,1887,3097,2494,2287,2248
"chr8-100000000-101000000",7661,9206,7501,8028,8443,8207
"chr8-101000000-102000000",7786,9325,9828,10174,8458,8377
"chr8-102000000-103000000",6098,5864,6351,6434,6611,6493
"chr8-103000000-104000000",2111,1784,2911,1983,2075,2099
"chr8-104000000-105000000",1911,1657,1660,2010,1991,1869
"chr8-105000000-106000000",1927,1387,1103,1534,1651,1859
"chr8-106000000-107000000",3069,2622,2188,2878,3322,3509
"chr8-107000000-108000000",1348,1311,816,1249,1357,1371
"chr8-108000000-109000000",1962,1785,1882,1992,2015,2009
"chr8-109000000-110000000",4580,3470,5220,4674,4353,4329
"chr8-110000000-111000000",1455,1355,1001,1692,1398,1358
"chr8-111000000-112000000",1199,1020,686,1248,1345,1285
"chr8-112000000-113000000",1196,982,890,974,979,1008
"chr8-113000000-114000000",978,924,751,851,921,974
"chr8-114000000-115000000",814,840,686,678,862,862
"chr8-115000000-116000000",840,935,482,840,928,958
"chr8-116000000-117000000",2023,1620,1817,1813,1878,1799
"chr8-117000000-118000000",3210,4018,4618,3661,3346,3339
"chr8-118000000-119000000",4705,5402,5202,5530,5212,5372
"chr8-119000000-120000000",5407,4481,6185,4905,4678,4707
"chr8-120000000-121000000",2822,1749,2058,2956,2741,2439
"chr8-121000000-122000000",3089,1704,2133,2613,3258,2872
"chr8-122000000-123000000",2434,2170,2605,1841,2083,1938
"chr8-123000000-124000000",7664,9248,8076,9801,8222,7941
"chr8-124000000-125000000",6860,6192,8669,7589,6810,6902
"chr8-125000000-126000000",7581,10472,7872,8192,7371,7530
"chr8-126000000-127000000",1947,2363,1790,1914,2138,2256
"chr8-127000000-128000000",7407,4510,3672,6334,7178,6848
"chr8-128000000-129000000",1486,1415,2680,1862,1791,1461
"chr8-129000000-130000000",2358,2355,2383,2128,2122,2210
"chr8-130000000-131000000",1906,1835,2244,2054,1820,1848
"chr8-131000000-132000000",1411,1360,983,1423,1405,1417
"chr8-132000000-133000000",1621,1757,1762,1937,1771,1774
"chr8-133000000-134000000",5350,5576,3579,5514,5421,5647
"chr8-134000000-135000000",2487,2454,3514,2941,2589,2647
"chr8-135000000-136000000",2210,2186,2439,2591,2367,2263
"chr8-136000000-137000000",1412,1195,668,1205,1465,1332
"chr8-137000000-138000000",1059,981,584,895,1057,1053
"chr8-138000000-139000000",2060,1694,5767,2733,2295,2176
"chr8-139000000-140000000",2804,2849,5415,4083,3710,3618
"chr8-140000000-141000000",6321,5756,8299,7112,6804,6526
"chr8-141000000-142000000",7005,7895,7204,7725,7402,7127
"chr8-142000000-143000000",3545,2712,5026,3857,4292,3712
"chr8-143000000-144000000",16065,15740,14910,15306,15231,15150
"chr8-144000000-145000000",15573,15928,13287,14920,15706,15824
"chr9-1000000-2000000",2795,1548,1697,2201,2364,2179
"chr9-2000000-3000000",3797,3271,5202,3991,3703,3439
"chr9-3000000-4000000",2185,1619,4395,2141,2237,2129
"chr9-4000000-5000000",5867,4950,5471,4769,5939,5741
"chr9-5000000-6000000",3645,4125,2522,3271,3529,3638
"chr9-6000000-7000000",4605,4849,5183,4714,4994,4866
"chr9-7000000-8000000",4640,2866,3894,3972,4418,4056
"chr9-8000000-9000000",3072,2891,4655,2694,3000,3036
"chr9-9000000-10000000",1504,1107,1113,1001,1296,1198
"chr9-10000000-11000000",1101,898,881,821,1049,988
"chr9-11000000-12000000",1011,926,547,754,1048,1001
